code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
DR133|Papaya unripe fresh|Vegetables|Raw|0.6 g|92.3 g|0.4 mg|0 mcg|29|16 mg|211.2 mg|50 mg|4.9 g|50 mcg|0.1 g|22 mg|0.3 mg|2.1 g|0 mcg|0.03 mg|0.0 mg|2.1 g|0.01 mg|0.02 mg|19 mg
DR134|Bitter (petai) bean fresh|Vegetables|Raw|1.1 g|77.2 g|1.6 mg|114 mcg|92|170 mg|221.0 mg|14 mg|15.2 g|0 mcg|1.1 g|55 mg|6.1 mg|5.4 g|0 mcg|0.10 mg|0.8 mg|2.0 g|0.20 mg|0.80 mg|34 mg
DR135|Parsley fresh|Vegetables|Raw|2.4 g|83.9 g|4.3 mg|2940 mcg|53|84 mg|1125.6 mg|193 mg|9.0 g|8230 mcg|1.0 g|18 mg|0.7 mg|3.7 g|0 mcg|0.29 mg|1.4 mg|0.0 g|0.20 mg|0.11 mg|193 mg
DR136|Black nighshade leaves fresh|Vegetables|Raw|1.3 g|91.0 g|2.9 mg|0 mcg|33|75 mg|0.0 mg|13 mg|2.8 g|0 mcg|0.4 g|2 mg|0 mg|4.5 g|0 mcg|0.10 mg|0.6 mg|0 g|0.20 mg|0.50 mg|41 mg
DR137|Shameplant|Vegetables|Raw|1.3 g|80.2 g|3.3 mg|4762 mcg|76|84 mg|631.0 mg|119 mg|14.6 g|0 mcg|0.3 g|1 mg|0 mg|3.6 g|0 mcg|0.60 mg|1.4 mg|7.1 g|0.60 mg|0.60 mg|6 mg
DR138|Bamboo shoot fresh|Vegetables|Raw|0.5 g|93.3 g|0.5 mg|10 mcg|25|5 mg|206.0 mg|3 mg|5.3 g|0 mcg|0.1 g|3 mg|0.5 mg|0.8 g|0 mcg|0.07 mg|0.4 mg|9.7 g|0.10 mg|0.20 mg|0 mg
DR139|Turkey berry fresh|Vegetables|Raw|1.2 g|80.8 g|0.6 mg|51 mcg|75|97 mg|234.0 mg|55 mg|15.8 g|0 mcg|0.6 g|20 mg|1.3 mg|1.6 g|0 mcg|0.10 mg|0.4 mg|10.0 g|0.40 mg|0.40 mg|38 mg
DR140|Seaweed|Vegetables|Raw|3.2 g|87.0 g|1.6 mg|1958 mcg|41|20 mg|380.0 mg|80 mg|8.1 g|0 mcg|0.3 g|250 mg|0.1 mg|1.4 g|0 mcg|0.00 mg|0.4 mg|2.2 g|0.20 mg|0.20 mg|7 mg
DR141|Mustard greens fresh|Vegetables|Raw|1.2 g|92.2 g|2.9 mg|2042 mcg|28|38 mg|436.5 mg|220 mg|4.0 g|6460 mcg|0.3 g|22 mg|0.7 mg|2.3 g|0 mcg|0.23 mg|0.2 mg|2.5 g|0.12 mg|0.09 mg|102 mg
DR142|Napa cabbage fresh|Vegetables|Raw|0.6 g|96.6 g|1.1 mg|862 mcg|9|42 mg|193.1 mg|56 mg|1.7 g|832 mcg|0.1 g|5 mg|0.4 mg|1.0 g|0 mcg|0.18 mg|0.1 mg|0.8 g|0.05 mg|0.05 mg|3 mg
DR143|Taiwan mustard greens fresh|Vegetables|Raw|1.4 g|91.8 g|1.6 mg|1340 mcg|30|58 mg|217.0 mg|100 mg|4.4 g|0 mcg|0.5 g|27 mg|0.6 mg|1.9 g|0 mcg|0.10 mg|0.7 mg|2.7 g|0.10 mg|0.20 mg|33 mg
DR144|Mustard greens fresh|Vegetables|Raw|1.0 g|94.9 g|1.2 mg|815 mcg|19|45 mg|145.0 mg|92 mg|2.9 g|0 mcg|0.2 g|17 mg|0.1 mg|1.3 g|0 mcg|0.10 mg|0.4 mg|2.2 g|0.10 mg|0.20 mg|36 mg
DR145|Lettuce fresh|Vegetables|Raw|0.9 g|94.8 g|0.5 mg|1526 mcg|18|25 mg|186.4 mg|22 mg|2.9 g|540 mcg|0.2 g|19 mg|0.4 mg|1.2 g|0 mcg|0.13 mg|0.2 mg|1.8 g|0.03 mg|0.04 mg|8 mg
DR146|Watercress fresh|Vegetables|Raw|1.2 g|93.3 g|2.4 mg|1230 mcg|17|152 mg|260.7 mg|95 mg|2.2 g|3727 mcg|0.2 g|65 mg|0.7 mg|3.1 g|0 mcg|0.14 mg|0.2 mg|0.7 g|0.11 mg|0.09 mg|56 mg
DR147|Celery fresh|Vegetables|Raw|1.3 g|93.0 g|1.0 mg|63 mcg|23|40 mg|258.8 mg|50 mg|4.6 g|130 mcg|0.1 g|64 mg|0.4 mg|1.0 g|0 mcg|0.07 mg|0.4 mg|2.0 g|0.08 mg|0.03 mg|11 mg
DR148|Bean sprouts fresh|Vegetables|Raw|0.4 g|90.4 g|0.8 mg|41 mcg|34|74 mg|93.3 mg|166 mg|4.3 g|20 mcg|1.2 g|19 mg|1.1 mg|3.7 g|0 mcg|0.15 mg|0.4 mg|1.1 g|0.16 mg|0.09 mg|5 mg
DR149|Sprouts of soybean fresh|Vegetables|Raw|1.0 g|81.0 g|1.0 mg|0 mcg|76|65 mg|212.4 mg|50 mg|6.4 g|110 mcg|2.6 g|5 mg|1.2 mg|9.0 g|0 mcg|0.19 mg|0.7 mg|0.7 g|0.26 mg|0.23 mg|15 mg
DR150|Sprouts of blackeyed pea fresh|Vegetables|Raw|1.0 g|88.0 g|1.0 mg|299 mcg|40|88 mg|226.8 mg|57 mg|5.8 g|0 mcg|0.2 g|2 mg|0.8 mg|5.0 g|0 mcg|0.08 mg|0.5 mg|2.6 g|0.07 mg|0.07 mg|15 mg
DR151|Ratoon sugarcane fresh|Vegetables|Raw|1.0 g|91.0 g|2.0 mg|12 mcg|30|80 mg|0 mg|40 mg|3.0 g|0 mcg|0.4 g|699 mg|1.2 mg|4.6 g|0 mcg|0.20 mg|1.1 mg|0.8 g|0.20 mg|0.08 mg|50 mg
DR152|Pea eggplants fresh|Vegetables|Raw|1.0 g|89.0 g|2.0 mg|23 mcg|34|30 mg|333.3 mg|50 mg|7.9 g|750 mcg|0.1 g|3 mg|0.9 mg|2.0 g|0 mcg|0.05 mg|0.2 mg|4.9 g|0.12 mg|0.08 mg|8 mg
DR153|Pea eggplants dried|Vegetables|Raw|8.1 g|12.3 g|22.2 mg|187 mcg|302|180 mg|0.0 mg|370 mg|72.6 g|750 mcg|1.7 g|9 mg|5.1 mg|8.3 g|0 mcg|0.17 mg|1.0 mg|21.2 g|1044.20 mg|0.40 mg|0 mg
DR154|Eggplant fresh|Vegetables|Raw|0.5 g|92.7 g|0.4 mg|46 mcg|28|37 mg|187.0 mg|15 mg|5.5 g|30 mcg|0.2 g|9 mg|0.5 mg|1.1 g|0 mcg|0.03 mg|0.1 mg|2.1 g|0.10 mg|0.04 mg|5 mg
DR155|Sour eggplant fresh|Vegetables|Raw|0.8 g|90.5 g|1.5 mg|97 mcg|37|59 mg|155.0 mg|13 mg|6.3 g|0 mcg|0.4 g|3 mg|0.8 mg|2.0 g|0 mcg|0.10 mg|0.3 mg|3.2 g|0.30 mg|0.20 mg|4 mg
DR156|Dutch eggplant fresh|Vegetables|Raw|1.0 g|87.3 g|1.1 mg|0 mcg|52|40 mg|0 mg|16 mg|8.6 g|8048 mcg|1.1 g|0 mg|0.0 mg|2.1 g|0 mcg|0.06 mg|0 mg|1.4 g|0 mg|0.42 mg|12 mg
DR157|Bengkulu eggplant fresh|Vegetables|Raw|0.8 g|86.6 g|1.1 mg|85 mcg|52|39 mg|0 mg|19 mg|11.2 g|600 mcg|0.4 g|14 mg|0.0 mg|1.1 g|0 mcg|0.04 mg|1.0 mg|3.2 g|0.16 mg|0.23 mg|6 mg
DR158|Hintaro eggplant fresh|Vegetables|Raw|0.6 g|89.2 g|1.0 mg|552 mcg|45|268 mg|142.0 mg|19 mg|7.5 g|0 mcg|0.8 g|167 mg|0 mg|1.9 g|0 mcg|0.40 mg|0.2 mg|5.1 g|0.60 mg|0.20 mg|4 mg
DR159|Long eggplant|Vegetables|Raw|0.7 g|91.8 g|0.7 mg|83 mcg|25|24 mg|53.7 mg|38 mg|5.3 g|24 mcg|0.1 g|9 mg|0.7 mg|2.1 g|0 mcg|0.06 mg|0.2 mg|0.5 g|0.09 mg|0.15 mg|8 mg
DR160|Tomato juice fresh|Vegetables|Raw|1.3 g|94.0 g|0.4 mg|266 mcg|20|15 mg|225.2 mg|7 mg|3.5 g|600 mcg|0.2 g|10 mg|0.7 mg|1.0 g|0 mcg|0.03 mg|0.1 mg|0.4 g|0.06 mg|0.05 mg|10 mg
DR161|Red tomato fresh|Vegetables|Raw|0.6 g|92.9 g|0.6 mg|575 mcg|24|77 mg|164.9 mg|8 mg|4.7 g|2083 mcg|0.5 g|10 mg|0.4 mg|1.3 g|0 mcg|0.07 mg|0.2 mg|1.5 g|0.14 mg|0.06 mg|34 mg
DR162|Green tomato fresh|Vegetables|Raw|2.0 g|93.0 g|0.5 mg|384 mcg|24|27 mg|210.0 mg|5 mg|3.3 g|320 mcg|0.7 g|10 mg|0.7 mg|2.0 g|0 mcg|0.04 mg|0.2 mg|1.8 g|0.07 mg|0.07 mg|30 mg
DR163|Uceng/ bago flower fresh|Vegetables|Raw|1.7 g|79.5 g|2.4 mg|0 mcg|82|266 mg|0 mg|70 mg|11.7 g|58 mcg|1.3 g|0 mg|0 mg|5.8 g|0 mcg|0.15 mg|0 mg|4.8 g|0 mg|0.11 mg|3 mg
DR164|Coconut umbut fresh|Vegetables|Raw|1.3 g|89.3 g|0 mg|16 mcg|39|49 mg|447.0 mg|57 mg|7.2 g|0 mcg|0.2 g|4 mg|0 mg|2.0 g|0 mcg|0.10 mg|1.4 mg|2.5 g|0.20 mg|0.10 mg|8 mg
DR165|Rattan unripe shoot|Vegetables|Raw|1.3 g|90.5 g|1.3 mg|14 mcg|34|79 mg|552.0 mg|89 mg|5.5 g|0 mcg|0.3 g|8 mg|0 mg|2.4 g|0 mcg|0 mg|1.9 mg|2.2 g|0.20 mg|0.20 mg|9 mg
DR166|Carrot fresh|Vegetables|Raw|0.6 g|89.9 g|1.0 mg|3784 mcg|36|74 mg|245.0 mg|45 mg|7.9 g|7125 mcg|0.6 g|70 mg|1.0 mg|1.0 g|0 mcg|0.04 mg|0.3 mg|1.0 g|0.06 mg|0.04 mg|18 mg
EP001|Barongko|Fruits|Processed/Products|0.7 g|66.7 g|1.2 mg|0 mcg|159|65 mg|78.0 mg|35 mg|23.5 g|0 mcg|5.8 g|46 mg|0 mg|3.1 g|0 mcg|0 mg|0.6 mg|0 g|0.30 mg|0 mg|0 mg
EP002|Pineapple dodol|Fruits|Processed/Products|0.9 g|16.1 g|0 mg|0 mcg|338|0 mg|0 mg|0 mg|80.3 g|0 mcg|1.2 g|0 mg|0 mg|1.5 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.30 mg|8 mg
EP003|Getuk pisang|Fruits|Processed/Products|0.7 g|63.7 g|1.0 mg|0 mcg|144|32 mg|0 mg|48 mg|34.1 g|1240 mcg|0.4 g|0 mg|0 mg|1.1 g|0 mcg|0 mg|0 mg|0.4 g|0 mg|0.55 mg|0 mg
EP004|Lampung cracker|Fruits|Processed/Products|1.5 g|5.0 g|0.8 mg|0 mcg|485|65 mg|0 mg|43 mg|69.7 g|1464 mcg|22.2 g|0 mg|0 mg|1.7 g|0 mcg|0 mg|0 mg|0.6 g|0 mg|0.34 mg|0 mg
EP005|Ledre pisang|Fruits|Processed/Products|1.6 g|3.6 g|2.6 mg|4 mcg|405|124 mg|0 mg|59 mg|84.9 g|7330 mcg|5.1 g|0 mg|0 mg|4.8 g|0 mcg|0 mg|0 mg|0.4 g|0 mg|0.41 mg|0 mg
EP006|Lempog durian|Fruits|Processed/Products|1.9 g|25.2 g|2.5 mg|0 mcg|320|93 mg|0 mg|190 mg|63.7 g|0 mcg|5.7 g|0 mg|0 mg|3.5 g|0 mcg|0.04 mg|0 mg|4.9 g|0 mg|0.05 mg|0 mg
EP007|Loka anjoro|Fruits|Processed/Products|1.3 g|63.3 g|0 mg|0 mcg|163|0 mg|0 mg|0 mg|30.0 g|0 mcg|4.3 g|0 mg|0 mg|1.1 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
EP008|Rica-rica taipa|Fruits|Processed/Products|1.4 g|86.7 g|3.0 mg|13 mcg|49|48 mg|42.0 mg|11 mg|10.0 g|0 mcg|0.3 g|426 mg|0 mg|1.6 g|0 mcg|0 mg|0.5 mg|0 g|0.50 mg|0.18 mg|15 mg
EP009|Rujak aceh|Fruits|Processed/Products|0.9 g|78.7 g|0 mg|10 mcg|82|0 mg|0 mg|0 mg|19.7 g|0 mcg|0.3 g|0 mg|0 mg|0.4 g|0 mcg|0.03 mg|0 mg|2.4 g|0 mg|0.22 mg|42 mg
EP010|Dried persimmon|Fruits|Processed/Products|1.8 g|25.0 g|0 mg|0 mcg|296|0 mg|0 mg|0 mg|71.4 g|0 mcg|0.6 g|0 mg|0 mg|1.1 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|3 mg
EP011|Dried banana|Fruits|Processed/Products|2.0 g|28.9 g|1.2 mg|0 mcg|281|64 mg|0 mg|41 mg|66.1 g|272 mcg|0.7 g|0 mg|0 mg|2.4 g|0 mcg|0 mg|0 mg|1.0 g|0 mg|0.10 mg|0 mg
EP012|Dried banana cilacap|Fruits|Processed/Products|1.7 g|27.1 g|2.8 mg|0 mcg|295|97 mg|0 mg|47 mg|66.9 g|296 mcg|2.1 g|0 mg|0 mg|2.3 g|0 mcg|0 mg|0 mg|1.3 g|0 mg|0.14 mg|0 mg
EP013|Sanggara belanda|Fruits|Processed/Products|1.2 g|47.1 g|0 mg|0 mcg|242|0 mg|0 mg|0 mg|38.2 g|0 mcg|7.1 g|0 mg|0 mg|6.4 g|0 mcg|0 mg|0 mg|0 g|0 mg|0 mg|0 mg
EP014|Banana flour|Fruits|Processed/Products|2.1 g|13.8 g|4.0 mg|13 mcg|338|62 mg|734.0 mg|23 mg|80.6 g|1 mcg|0.4 g|18 mg|1.0 mg|2.9 g|0 mcg|0.02 mg|0.5 mg|5.3 g|0.10 mg|0.02 mg|2 mg
EP015|Breadfruit flour|Fruits|Processed/Products|2.1 g|10.1 g|4.6 mg|0 mcg|353|85 mg|2008.0 mg|100 mg|84.4 g|0 mcg|0.5 g|9 mg|0.1 mg|2.9 g|0 mcg|0.02 mg|0.6 mg|3.7 g|0.10 mg|0.40 mg|3 mg
ER001|Avocado fresh|Fruits|Raw|0.6 g|84.3 g|0.9 mg|189 mcg|85|20 mg|278.0 mg|10 mg|7.7 g|180 mcg|6.5 g|2 mg|1.0 mg|0.9 g|0 mcg|0.08 mg|0.4 mg|0 g|0.20 mg|0.05 mg|13 mg
ER002|Wild grape fresh|Fruits|Raw|0.2 g|92.3 g|1.1 mg|0 mcg|30|12 mg|0 mg|39 mg|6.8 g|1 mcg|0.2 g|0 mg|0 mg|0.5 g|0 mcg|0 mg|0 mg|1.2 g|0 mg|0.01 mg|3 mg
ER003|Malang apple fresh|Fruits|Raw|0.3 g|85.9 g|0.6 mg|26 mcg|57|18 mg|175.4 mg|9 mg|12.8 g|2240 mcg|0.4 g|4 mg|0.1 mg|0.5 g|0 mcg|0.03 mg|0.0 mg|0.8 g|110.16 mg|0.05 mg|5 mg
ER004|Apple fresh|Fruits|Raw|0.3 g|84.1 g|0.3 mg|30 mcg|58|10 mg|130.0 mg|6 mg|14.9 g|90 mcg|0.4 g|2 mg|0.1 mg|0.3 g|0 mcg|0.03 mg|0.3 mg|2.6 g|124.20 mg|0.04 mg|5 mg
ER005|Raspberry fresh|Fruits|Raw|0.5 g|89.9 g|0.8 mg|2 mcg|37|27 mg|43.0 mg|28 mg|8.3 g|60 mcg|0.5 g|2 mg|0.1 mg|0.8 g|0 mcg|0.00 mg|18.9 mg|0 g|63.52 mg|0.03 mg|60 mg
ER006|Starfruit fresh|Fruits|Raw|0.4 g|90.0 g|1.1 mg|29 mcg|36|12 mg|130.0 mg|4 mg|8.8 g|170 mcg|0.4 g|4 mg|0 mg|0.4 g|0 mcg|0 mg|0.1 mg|3.2 g|0 mg|0.03 mg|35 mg
ER007|Loquat fresh|Fruits|Raw|0.5 g|87.1 g|0.8 mg|0 mcg|51|14 mg|258.6 mg|220 mg|12.1 g|12256 mcg|0.1 g|1 mg|0.0 mg|0.3 g|0 mcg|0.02 mg|0.0 mg|0.7 g|0.04 mg|0.10 mg|4 mg
ER008|Parinari fresh|Fruits|Raw|1.8 g|92.0 g|4.6 mg|0 mcg|23|50 mg|0 mg|30 mg|5.2 g|0 mcg|0.2 g|0 mg|0 mg|0.8 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.29 mg|38 mg
ER009|Kelenting fruit fresh|Fruits|Raw|1.2 g|73.9 g|1.1 mg|0 mcg|110|102 mg|0.0 mg|8 mg|21.4 g|0 mcg|2.1 g|2 mg|0 mg|1.4 g|0 mcg|0.10 mg|0.9 mg|0 g|0.30 mg|0.20 mg|6 mg
ER010|Indian jujube fresh|Fruits|Raw|1.7 g|33.7 g|0.8 mg|0 mcg|264|92 mg|0 mg|306 mg|59.6 g|400 mcg|1.1 g|0 mg|0.0 mg|4.0 g|0 mcg|0 mg|0 mg|9.0 g|0 mg|0.11 mg|9 mg
ER011|Velvet apple fresh|Fruits|Raw|0.4 g|89.0 g|0.8 mg|141 mcg|39|17 mg|90.0 mg|43 mg|9.7 g|55 mcg|0.2 g|1 mg|0.1 mg|0.7 g|0 mcg|0.01 mg|0.1 mg|2.0 g|0.06 mg|0.02 mg|33 mg
ER012|Red dragon fruit fresh|Fruits|Raw|0.4 g|85.7 g|0.4 mg|0 mcg|71|14 mg|128.0 mg|13 mg|9.1 g|0 mcg|3.1 g|10 mg|0.5 mg|1.7 g|0 mcg|0.30 mg|0.4 mg|3.2 g|0.00 mg|0.50 mg|1 mg
ER013|White dragon fruit fresh|Fruits|Raw|0.6 g|86.6 g|0.5 mg|0 mcg|56|27 mg|231.0 mg|13 mg|10.9 g|0 mcg|1.0 g|7 mg|0.9 mg|0.8 g|0 mcg|0.50 mg|0.4 mg|3.2 g|0.00 mg|0.02 mg|1 mg
ER014|Passion fruit fresh|Fruits|Raw|0.8 g|85.7 g|0.2 mg|460 mcg|55|40 mg|0.0 mg|30 mg|12.2 g|0 mcg|0.1 g|10 mg|0.1 mg|1.2 g|0 mcg|0.03 mg|0.3 mg|5.2 g|0.10 mg|0.33 mg|9 mg
ER015|Wild sweetsop fresh|Fruits|Raw|1.0 g|71.5 g|0.8 mg|49 mcg|101|20 mg|312.5 mg|27 mg|25.2 g|0 mcg|0.6 g|5 mg|0.9 mg|1.7 g|0 mcg|0.16 mg|0.1 mg|2.8 g|325.70 mg|0.08 mg|22 mg
ER016|Asam paya fresh|Fruits|Raw|1.5 g|79.4 g|3.4 mg|0 mcg|78|7 mg|495.0 mg|1 mg|18.2 g|0 mcg|0.3 g|7 mg|0 mg|0.6 g|0 mcg|0.00 mg|0.7 mg|0 g|0.30 mg|0.12 mg|5 mg
ER017|Indian plum fresh|Fruits|Raw|0.8 g|71.3 g|1.2 mg|17 mcg|113|52 mg|219.0 mg|108 mg|26.8 g|0 mcg|0.3 g|2 mg|0 mg|0.8 g|0 mcg|0.01 mg|0.9 mg|7.7 g|0.30 mg|0.06 mg|20 mg
ER018|Ruruhi fruit (Syzygium polycephalum Merr) fresh|Fruits|Raw|0.3 g|93.0 g|0.0 mg|7 mcg|29|7 mg|45.0 mg|6 mg|3.6 g|0 mcg|0.7 g|36 mg|0 mg|2.1 g|0 mcg|0.01 mg|0.1 mg|2.6 g|0.00 mg|0.06 mg|10 mg
ER019|Tuppa fruit fresh|Fruits|Raw|1.0 g|82.5 g|0.5 mg|0 mcg|67|139 mg|0.0 mg|12 mg|15.9 g|0 mcg|0.2 g|2 mg|0 mg|0.4 g|0 mcg|0.01 mg|0.5 mg|0 g|0.20 mg|0.04 mg|5 mg
ER020|Papaya fresh|Fruits|Raw|0.9 g|93.4 g|1.8 mg|0 mcg|24|33 mg|0 mg|51 mg|3.7 g|1000 mcg|0.2 g|0 mg|0.0 mg|1.9 g|0 mcg|0.07 mg|0 mg|1.0 g|0 mg|0.32 mg|85 mg
ER021|Cempedak (Artocarpus integer) fresh|Fruits|Raw|1.0 g|67.0 g|1.5 mg|79 mcg|116|30 mg|243.7 mg|20 mg|28.6 g|200 mcg|0.4 g|25 mg|0.5 mg|3.0 g|0 mcg|0 mg|0 mg|3.4 g|0 mg|0.00 mg|15 mg
ER022|Langsat fresh|Fruits|Raw|0.7 g|82.0 g|0.9 mg|0 mcg|63|9 mg|149.0 mg|18 mg|16.1 g|0 mcg|0.2 g|2 mg|1.5 mg|1.0 g|0 mcg|0.15 mg|0.2 mg|4.3 g|0.09 mg|0.05 mg|9 mg
ER023|Durian fresh|Fruits|Raw|8.0 g|65.0 g|1.3 mg|146 mcg|134|44 mg|601.0 mg|7 mg|28.0 g|175 mcg|3.0 g|1 mg|136.5 mg|2.5 g|0 mcg|0.19 mg|0.3 mg|3.5 g|0.12 mg|0.10 mg|53 mg
ER024|Java plum fresh|Fruits|Raw|0.5 g|80.2 g|1.3 mg|329 mcg|80|138 mg|92.7 mg|33 mg|18.2 g|0 mcg|0.6 g|16 mg|2.5 mg|0.5 g|0 mcg|0.01 mg|0.3 mg|0.9 g|191.28 mg|0.02 mg|130 mg
ER025|Saipan mango fresh|Fruits|Raw|0.5 g|72.5 g|0.5 mg|2533 mcg|98|15 mg|250.9 mg|21 mg|25.4 g|1218 mcg|0.2 g|3 mg|0.7 mg|1.4 g|0 mcg|0.09 mg|0.1 mg|1.9 g|0.13 mg|0.03 mg|56 mg
ER026|Tamarillo fresh|Fruits|Raw|1.5 g|73.0 g|3.2 mg|0 mcg|122|69 mg|0 mg|63 mg|17.5 g|2357 mcg|4.5 g|0 mg|0 mg|3.5 g|0 mcg|0 mg|0 mg|9.3 g|0 mg|0.02 mg|0 mg
ER027|Granadilla fresh|Fruits|Raw|0.5 g|80.0 g|1.1 mg|549 mcg|70|50 mg|257.1 mg|11 mg|18.9 g|10 mcg|0.0 g|21 mg|1.1 mg|0.6 g|0 mcg|0.10 mg|0.1 mg|7.7 g|0.06 mg|0.00 mg|16 mg
ER028|Ripe plum mango|Fruits|Raw|0.4 g|80.8 g|1.0 mg|329 mcg|68|20 mg|129.0 mg|9 mg|18.0 g|1020 mcg|0.1 g|3 mg|0.7 mg|0.7 g|0 mcg|0.07 mg|0 mg|2.2 g|0 mg|0.03 mg|111 mg
ER029|Tahitian chestnut fresh|Fruits|Raw|1.6 g|52.7 g|3.2 mg|51 mcg|191|69 mg|403.3 mg|186 mg|39.7 g|0 mcg|1.5 g|17 mg|1.8 mg|4.5 g|0 mcg|0.20 mg|1.3 mg|13.4 g|0.69 mg|0.05 mg|0 mg
ER030|Water apple fresh|Fruits|Raw|0.8 g|87.0 g|1.1 mg|92 mcg|46|9 mg|321.2 mg|8 mg|11.8 g|0 mcg|0.2 g|11 mg|4.6 mg|0.6 g|0 mcg|0.38 mg|0.1 mg|2.1 g|0 mg|0.02 mg|5 mg
ER031|Guava|Fruits|Raw|0.6 g|86.0 g|1.1 mg|27 mcg|49|28 mg|52.8 mg|14 mg|12.2 g|25 mcg|0.3 g|10 mg|0.8 mg|0.9 g|0 mcg|0.03 mg|0.3 mg|2.4 g|0.02 mg|0.02 mg|87 mg
ER032|Common guava|Fruits|Raw|0.6 g|82.8 g|0.2 mg|53 mcg|61|41 mg|103.0 mg|31 mg|15.4 g|18 mcg|0.3 g|20 mg|1.3 mg|0.9 g|0 mcg|0.06 mg|0.5 mg|4.5 g|0.04 mg|1.02 mg|116 mg
ER033|Malay apple fresh|Fruits|Raw|0.8 g|87.1 g|0.3 mg|92 mcg|49|8 mg|14.0 mg|8 mg|9.6 g|0 mcg|0.2 g|1 mg|0.5 mg|2.3 g|0 mcg|0.01 mg|0.0 mg|3.5 g|0.00 mg|0.13 mg|22 mg
ER034|Cashew apple fresh|Fruits|Raw|0.3 g|82.6 g|0.5 mg|1604 mcg|64|13 mg|107.8 mg|4 mg|15.8 g|25 mcg|0.6 g|12 mg|2.0 mg|0.7 g|0 mcg|0.00 mg|0 mg|1.2 g|0 mg|0.02 mg|197 mg
ER035|Pomelo fresh|Fruits|Raw|0.5 g|86.3 g|0.5 mg|33 mcg|48|27 mg|366.1 mg|23 mg|12.4 g|20 mcg|0.2 g|21 mg|0.4 mg|0.6 g|0 mcg|0.00 mg|0.1 mg|0.8 g|171.25 mg|0.04 mg|43 mg
ER036|Tangerine fresh|Fruits|Raw|0.4 g|84.5 g|0.2 mg|9 mcg|61|13 mg|79.0 mg|9 mg|14.1 g|0 mcg|0.2 g|3 mg|0.3 mg|0.8 g|0 mcg|0.03 mg|0.1 mg|5.4 g|0.10 mg|0.12 mg|31 mg
ER037|Mandarin orange|Fruits|Raw|0.7 g|87.3 g|0.4 mg|0 mcg|44|23 mg|518.1 mg|33 mg|10.9 g|420 mcg|0.3 g|5 mg|0.2 mg|0.8 g|0 mcg|0.03 mg|0.2 mg|1.6 g|169.30 mg|0.07 mg|31 mg
ER038|Calamansi fresh|Fruits|Raw|0.4 g|90.2 g|0.5 mg|1 mcg|39|85 mg|82.0 mg|42 mg|8.9 g|0 mcg|0.3 g|3 mg|0.0 mg|0.3 g|0 mcg|0.10 mg|0.1 mg|2.3 g|0.30 mg|0.02 mg|30 mg
ER039|Sweet orange fresh|Fruits|Raw|0.5 g|87.2 g|0.4 mg|0 mcg|45|23 mg|472.1 mg|33 mg|11.2 g|190 mcg|0.2 g|4 mg|0.2 mg|0.9 g|0 mcg|0.03 mg|0.2 mg|1.4 g|160.00 mg|0.08 mg|49 mg
ER040|Lime fresh|Fruits|Raw|0.4 g|88.9 g|0.2 mg|23 mcg|44|22 mg|108.9 mg|18 mg|10.0 g|4 mcg|0.2 g|3 mg|0.2 mg|0.5 g|0 mcg|0.03 mg|0.1 mg|0.4 g|0.06 mg|0.01 mg|20 mg
ER041|Ragi orange fresh|Fruits|Raw|0.4 g|87.6 g|0.7 mg|0 mcg|49|67 mg|457.3 mg|36 mg|11.1 g|68 mcg|0.2 g|4 mg|0.2 mg|0.7 g|0 mcg|0.03 mg|0.2 mg|0.5 g|155.00 mg|0.03 mg|30 mg
ER042|Wood apple fresh|Fruits|Raw|1.4 g|71.8 g|1.6 mg|99 mcg|120|230 mg|1015.6 mg|190 mg|20.8 g|0 mcg|2.5 g|9 mg|0.4 mg|3.5 g|0 mcg|0.07 mg|0.4 mg|4.6 g|308.43 mg|0.07 mg|3 mg
ER043|Ripe ambarella fresh|Fruits|Raw|0.6 g|88.0 g|2.8 mg|164 mcg|46|22 mg|216.2 mg|15 mg|10.3 g|233 mcg|0.1 g|2 mg|0.3 mg|1.0 g|0 mcg|0.23 mg|0.1 mg|2.6 g|0.03 mg|0.08 mg|30 mg
ER044|Unripe ambarella fresh|Fruits|Raw|0.6 g|87.8 g|0.8 mg|167 mcg|47|58 mg|0.0 mg|7 mg|10.4 g|0 mcg|0.2 g|2 mg|0.4 mg|0.5 g|0 mcg|0.04 mg|0.2 mg|2.7 g|0 mg|0.07 mg|32 mg
ER045|Woromo dried|Fruits|Raw|3.4 g|6.0 g|3.8 mg|0 mcg|623|280 mg|460.0 mg|120 mg|36.5 g|0 mcg|52.1 g|100 mg|0.2 mg|2.0 g|0 mcg|0 mg|1.9 mg|15.3 g|1.70 mg|0 mg|0 mg
ER046|Young coconut meat fresh|Fruits|Raw|0.8 g|83.3 g|1.0 mg|0 mcg|68|30 mg|564.6 mg|7 mg|14.0 g|0 mcg|0.9 g|18 mg|0.6 mg|1.0 g|0 mcg|0.02 mg|0.3 mg|0.0 g|0.14 mg|0.06 mg|4 mg
