FOOD_CODE|Name|Group|Type
GR022|Squid, fresh|Fish and Other Seafood|Raw
GR023|Leaf fish, fresh|Fish and Other Seafood|Raw
GR024|Caesionidae, fresh|Fish and Other Seafood|Raw
GR025|Snakehead murrel, fresh|Fish and Other Seafood|Raw
GR026|Heu fish, fresh|Fish and Other Seafood|Raw
GR027|Rohu fish, fresh|Fish and Other Seafood|Raw
GR028|Shark, fresh|Fish and Other Seafood|Raw
GR029|Neddlefish, fresh|Fish and Other Seafood|Raw
GR030|Snapper, fresh|Fish and Other Seafood|Raw
GR031|Parrot fish, fresh|Fish and Other Seafood|Raw
GR032|Cyprinid freshwater fish, fresh|Fish and Other Seafood|Raw
GR033|Kamera fish, fresh|Fish and Other Seafood|Raw
GR034|Malay combtail, fresh|Fish and Other Seafood|Raw
GR035|Mackerel tuna, fresh|Fish and Other Seafood|Raw
GR036|Indian mackerel, mackerel, fresh|Fish and Other Seafood|Raw
GR037|Snail, fresh|Fish and Other Seafood|Raw
GR038|Crab, fresh|Fish and Other Seafood|Raw
GR039|Clam, fresh|Fish and Other Seafood|Raw
GR040|Pufferfish, fresh|Fish and Other Seafood|Raw
GR041|Large saltwater clam, fresh|Fish and Other Seafood|Raw
GR042|Frog, fresh|Fish and Other Seafood|Raw
GR043|Turtle, fresh|Fish and Other Seafood|Raw
GR044|Athlantic threadfin, fresh|Fish and Other Seafood|Raw
GR045|Catfish, fresh|Fish and Other Seafood|Raw
GR046|Indian scad, fresh|Fish and Other Seafood|Raw
GR047|Largehead hairtail, fresh|Fish and Other Seafood|Raw
GR048|Indian mackerel, fresh|Fish and Other Seafood|Raw
GR049|Bali sardinella, fresh|Fish and Other Seafood|Raw
GR050|Tonguefish, fresh|Fish and Other Seafood|Raw
GR051|Mangrove clam, fresh|Fish and Other Seafood|Raw
GR052|Mackerel scad, fresh|Fish and Other Seafood|Raw
GR053|Red mamar fish, fresh|Fish and Other Seafood|Raw
GR054|European carp, fresh|Fish and Other Seafood|Raw
GR055|Catfish, fresh|Fish and Other Seafood|Raw
GR056|Tilapia, fresh|Fish and Other Seafood|Raw
GR057|Nasu metti fish, fresh|Fish and Other Seafood|Raw
GR058|Paling fish, fresh|Fish and Other Seafood|Raw
GR059|The climbing perch, fresh|Fish and Other Seafood|Raw
GR060|Pangasius fish, fresh|Fish and Other Seafood|Raw
GR061|Pomo fish, fresh|Fish and Other Seafood|Raw
GR062|Bagrid catfish, fresh|Fish and Other Seafood|Raw
GR063|Blue crab, fresh|Fish and Other Seafood|Raw
GR064|Rebon, small shrimp, fresh|Fish and Other Seafood|Raw
GR065|Seluang fish, fresh|Fish and Other Seafood|Raw
GR066|Sardine, fresh|Fish and Other Seafood|Raw
GR067|Blackbanded trevally, fresh|Fish and Other Seafood|Raw
GR068|Snakeskin gourami, fresh|Fish and Other Seafood|Raw
GR069|Bicolour eel, fresh|Fish and Other Seafood|Raw
GR070|Leopard coral grouper, fresh|Fish and Other Seafood|Raw
GR071|Giant snakehead, fresh|Fish and Other Seafood|Raw
GR072|Sale fish, fresh|Fish and Other Seafood|Raw
GR073|Tarmon fish, fresh|Fish and Other Seafood|Raw
GR074|Spiny eel, fresh|Fish and Other Seafood|Raw
GR075|Goldstripe sardinella, fresh|Fish and Other Seafood|Raw
GR076|Wallago catfish, segar|Fish and Other Seafood|Raw
GR077|Flying fish, fresh|Fish and Other Seafood|Raw
GR078|Anchovy, fresh|Fish and Other Seafood|Raw
GR079|Spotted scat, fresh|Fish and Other Seafood|Raw
GR080|Mackerel tuna, fresh|Fish and Other Seafood|Raw
GR081|Turi fish, fresh|Fish and Other Seafood|Raw
GR082|Tiger prawn, giant, fresh|Fish and Other Seafood|Raw
GR083|Giant freshwater prawn, fresh|Fish and Other Seafood|Raw
GR084|Prawn, fresh|Fish and Other Seafood|Raw
HP001|Chicken egg, omelette, dish|Eggs|Processed/Products
HP002|Duck egg, salted, raw|Eggs|Processed/Products
HP003|Duck egg, omelette, dish|Eggs|Processed/Products
HP004|Fish egg, salted, raw|Eggs|Processed/Products
HP005|Bayau mi balu, dish|Eggs|Processed/Products
HP006|Cucuru bayau, dish|Eggs|Processed/Products
HP007|Egg kalio, dish|Eggs|Processed/Products
HR001|Free-range egg, fresh|Eggs|Raw
HR002|Caged egg, fresh|Eggs|Raw
HR003|Caged egg, yolk, fresh|Eggs|Raw
HR004|Caged egg, white (albumen), fresh|Eggs|Raw
HR005|Alabio duck egg, fresh|Eggs|Raw
HR006|Duck egg, yolk, fresh|Eggs|Raw
HR007|Duck egg, white (albumen), fresh|Eggs|Raw
HR008|Domestic duck egg, fresh|Eggs|Raw
HR009|Maleo egg, fresh|Eggs|Raw
HR010|Turtle egg, fresh|Eggs|Raw
HR011|Quail egg, fresh|Eggs|Raw
JP001|Ice cream|Milk and Dairy Products|Processed/Products
JP002|Hangop|Milk and Dairy Products|Processed/Products
JP003|Cheese|Milk and Dairy Products|Processed/Products
JP004|Quark|Milk and Dairy Products|Processed/Products
JP005|Sour milk for baby, powder|Milk and Dairy Products|Processed/Products
JP006|Powdered milk|Milk and Dairy Products|Processed/Products
JP007|Sweetened condensed milk|Milk and Dairy Products|Processed/Products
JP008|Unsweetened condensed milk|Milk and Dairy Products|Processed/Products
JP009|Skimmed milk, powder|Milk and Dairy Products|Processed/Products
JP010|Skimmed milk, fresh|Milk and Dairy Products|Processed/Products
JP011|Yoghurt, fresh|Milk and Dairy Products|Processed/Products
JR001|Cream, fresh|Milk and Dairy Products|Raw
JR002|Breastmilk|Milk and Dairy Products|Raw
JR003|Goat milk, fresh|Milk and Dairy Products|Raw
JR004|Buffalo milk, fresh|Milk and Dairy Products|Raw
JR005|Horse milk, fresh|Milk and Dairy Products|Raw
JR006|Cow milk, fresh|Milk and Dairy Products|Raw
KP001|Margarine|Fat and Oil|Processed/Products
KP002|Butter|Fat and Oil|Processed/Products
KP003|Coconut milk (with water)|Fat and Oil|Processed/Products
KP004|Pure coconut milk|Fat and Oil|Processed/Products
KR001|Semi-ripe coconut, meat, fresh|Fat and Oil|Raw
KR002|Ripe coconut, meat, fresh|Fat and Oil|Raw
KR003|Pork fat (lard)|Fat and Oil|Raw
KR004|Pork fat (bacon)|Fat and Oil|Raw
KR005|Fish fat|Fat and Oil|Raw
KR006|Buffalo fat (cow fat)|Fat and Oil|Raw
KR007|Shark oil, liver|Fat and Oil|Raw
KR008|Fish oil|Fat and Oil|Raw
KR009|Peanut oil|Fat and Oil|Raw
KR010|Soy oil|Fat and Oil|Raw
KR011|Coconut oil|Fat and Oil|Raw
KR012|Palm oil|Fat and Oil|Raw
KR013|Sesame oil|Fat and Oil|Raw
KR014|Olive oil|Fat and Oil|Raw
MP001|Sweet chocolate, bar|Convectionery|Processed/Products
MP002|Bitter chocolate, bar|Convectionery|Processed/Products
MP003|Milk chocolate, bar|Convectionery|Processed/Products
MP004|Cocoa powder|Convectionery|Processed/Products
MP005|Palm sugar|Convectionery|Processed/Products
MP006|Coconut palm sugar|Convectionery|Processed/Products
MP007|White sugar|Convectionery|Processed/Products
MP008|Jam|Convectionery|Processed/Products
MP009|Instant coffee powder|Convectionery|Processed/Products
MP010|Honey|Convectionery|Processed/Products
MP011|Markisa squash|Convectionery|Processed/Products
MP012|Markisa squash, BD|Convectionery|Processed/Products
MP013|Molasses|Convectionery|Processed/Products
MP014|Syrup|Convectionery|Processed/Products
MP015|Pirous syrup|Convectionery|Processed/Products
MP016|Dried green tea leaves|Convectionery|Processed/Products
MP017|Dried black tea leaves|Convectionery|Processed/Products
MP018|Dried jasmine tea leaves|Convectionery|Processed/Products
NP001|Fermented baby shrimp / Balichong|Herbs and Spices|Processed/Products
NP002|Fermented fish / Bekasam|Herbs and Spices|Processed/Products
NP003|Bekasang (fermented fish stomach)|Herbs and Spices|Processed/Products
NP004|Vinegar|Herbs and Spices|Processed/Products
NP005|Sweet soy sauce|Herbs and Spices|Processed/Products
NP006|Fish paste (petis)|Herbs and Spices|Processed/Products
NP007|Dried shrimp paste|Herbs and Spices|Processed/Products
NP008|Shrimp paste|Herbs and Spices|Processed/Products
NP009|Tomato sauce|Herbs and Spices|Processed/Products
NP010|Tempoya|Herbs and Spices|Processed/Products
NP011|Belachan|Herbs and Spices|Processed/Products
NP012|Dobo belachan|Herbs and Spices|Processed/Products
NP013|Red belachan|Herbs and Spices|Processed/Products
NR001|Asam arang coklat, fresh|Herbs and Spices|Raw
NR002|Asam arang merah, fresh|Herbs and Spices|Raw
NR003|Asam gelugur, dried|Herbs and Spices|Raw
NR004|Asam gelugur, fresh|Herbs and Spices|Raw
NR005|Tree-ripe tamarind, fresh|Herbs and Spices|Raw
NR006|Asam payak, fresh|Herbs and Spices|Raw
NR007|Shallot, fresh|Herbs and Spices|Raw
NR008|Garlic, fresh|Herbs and Spices|Raw
NR009|Fingerroot, fresh|Herbs and Spices|Raw
NR010|Galangal, fresh|Herbs and Spices|Raw
NR011|Red capsicum, fresh|Herbs and Spices|Raw
NR012|Green chili, fresh|Herbs and Spices|Raw
NR013|Red chili, dried|Herbs and Spices|Raw
NR014|Red chili, fresh|Herbs and Spices|Raw
NR015|Tabasco pepper, fresh|Herbs and Spices|Raw
NR016|Clove, dried|Herbs and Spices|Raw
NR017|Bay leaf, ground|Herbs and Spices|Raw
NR018|Ginger, fresh|Herbs and Spices|Raw
NR019|Candlenut|Herbs and Spices|Raw
NR020|Coriander, dried|Herbs and Spices|Raw
NR021|Kluwek|Herbs and Spices|Raw
NR022|Turmeric, fresh|Herbs and Spices|Raw
NR023|Pepper, dried|Herbs and Spices|Raw
NR024|Nutmeg, seed, dried|Herbs and Spices|Raw
PR001|Young coconut, water, fresh|Non-Alcoholic Beverages|Raw
